Wavelength (nm);Optical Density;% Transmission
378;6.433011;3.68968E-05
377;6.484767;3.27516E-05
376;6.614985;2.42669E-05
375;6.633706;2.32431E-05
374;6.605252889;2.48169E-05
373;6.634918333;2.31783E-05
372;6.658833111;2.19365E-05
371;6.828732;1.48343E-05
370;6.352075;4.44554E-05
369;6.858566889;1.38495E-05
368;6.858566889;1.38495E-05
367;6.818612111;1.51841E-05
366;7.674442;2.11621E-06
365;7.371853;4.24763E-06
364;6.743921;1.80335E-05
363;6.340407;4.5666E-05
362;6.124414;7.50907E-05
361;6.384173;4.12883E-05
360;6.576128778;2.65382E-05
359;6.631061222;2.33851E-05
358;6.663329778;2.17105E-05
357;7.069153;8.528E-06
356;6.467012;3.41183E-05
355;7.194392;6.39158E-06
354;6.630824;2.33979E-05
353;6.495947;3.19193E-05
352;6.741959222;1.81151E-05
351;6.51005;3.08994E-05
350;7.368607;4.2795E-06
349;6.772445333;1.68871E-05
348;6.610801;2.45019E-05
347;7.195183;6.37995E-06
346;6.742298;1.8101E-05
345;6.629122;2.34897E-05
344;6.681139111;2.08382E-05
343;6.745741111;1.7958E-05
342;6.927608;1.18139E-05
341;6.378837;4.17987E-05
340;6.246403;5.67018E-05
339;7.192219;6.42364E-06
338;6.701728111;1.98734E-05
337;6.640845556;2.28641E-05
336;6.646989;2.2543E-05
335;6.668450778;2.1456E-05
334;6.823497;1.50142E-05
333;6.379665;4.17191E-05
332;6.158434;6.9433E-05
331;6.715253;1.9264E-05
330;6.566764222;2.71166E-05
329;7.014275;9.67665E-06
328;6.344351;4.52532E-05
327;6.688037;2.05099E-05
326;6.277366;5.28E-05
325;6.277837;5.27428E-05
324;6.450019222;3.54798E-05
323;6.552651667;2.80123E-05
322;6.553980889;2.79267E-05
321;6.160398;6.91197E-05
320;6.202184;6.27792E-05
319;7.268043;5.39457E-06
318;6.670332556;2.13633E-05
317;6.922842;1.19442E-05
316;6.584318;2.60425E-05
315;6.708126;1.95828E-05
314;6.787082;1.63274E-05
313;6.76098;1.73388E-05
312;6.736219778;1.83561E-05
311;7.66112;2.18213E-06
310;6.299658;5.01582E-05
309;6.485674;3.26833E-05
308;6.784601444;1.6421E-05
307;6.775593444;1.67651E-05
306;6.668802333;2.14387E-05
305;7.114961;7.6743E-06
304;6.706645778;1.96496E-05
303;6.618928;2.40476E-05
302;6.706645778;1.96496E-05
301;6.75693;1.75013E-05
300;6.368993;4.2757E-05
299;6.706467111;1.96577E-05
298;6.715475111;1.92542E-05
297;6.715475111;1.92542E-05
296;7.113353;7.70277E-06
295;6.716860111;1.91929E-05
294;6.716860111;1.91929E-05
293;6.762757222;1.7268E-05
292;6.762757222;1.7268E-05
291;6.438388;3.64428E-05
290;6.666858;2.15349E-05
289;7.113074;7.70772E-06
288;6.666858;2.15349E-05
287;6.496892;3.18499E-05
286;6.453368;3.52072E-05
285;6.681130444;2.08386E-05
284;6.688315222;2.04967E-05
283;6.688315222;2.04967E-05
282;6.311005;4.88647E-05
281;6.955835;1.10704E-05
280;7.177737;6.64145E-06
279;6.791077111;1.61779E-05
278;6.791077111;1.61779E-05
277;6.834298778;1.46454E-05
276;7.653504;2.22073E-06
275;6.221613;6.00326E-05
274;6.792065111;1.61412E-05
273;6.792065111;1.61412E-05
272;7.053469;8.8416E-06
271;6.635645;2.31396E-05
270;6.688799111;2.04739E-05
269;6.638436556;2.29913E-05
268;6.245723;5.67907E-05
267;6.553284111;2.79715E-05
266;6.553284111;2.79715E-05
265;6.246737;5.66582E-05
264;6.676284;2.10725E-05
263;6.310813;4.88863E-05
262;6.500213222;3.16073E-05
261;6.220357;6.02064E-05
260;6.550575778;2.81465E-05
259;6.553210889;2.79762E-05
258;6.247728;5.65291E-05
257;6.633741222;2.32412E-05
256;6.702233111;1.98503E-05
255;6.702233111;1.98503E-05
254;7.106497;7.82534E-06
253;6.629089;2.34915E-05
252;6.836784;1.45618E-05
251;6.656167333;2.20715E-05
250;6.625120333;2.37072E-05
249;6.253269;5.58124E-05
248;6.525389667;2.98271E-05
247;6.279867;5.24968E-05
246;6.420577;3.79685E-05
245;6.450835222;3.54132E-05
244;6.13801;7.27763E-05
243;6.459251;3.47335E-05
242;6.406543;3.92154E-05
241;6.469170556;3.39492E-05
240;6.80517;1.56614E-05
239;6.29048;5.12295E-05
238;6.570721;2.68707E-05
237;6.15236;7.04109E-05
236;6.62897;2.3498E-05
235;6.352853444;4.43758E-05
234;6.113423;7.70153E-05
233;6.03823;9.15735E-05
232;6.778118;1.66679E-05
231;5.903379;0.000124917
230;5.992894;0.00010165
229;6.088947;8.14804E-05
228;6.999041;1.00221E-05
227;6.522759667;3.00082E-05
226;6.043448;9.04799E-05
225;6.327527;4.70406E-05
224;6.730270222;1.86093E-05
223;7.949601;1.12305E-06
222;6.660043889;2.18754E-05
221;5.984088;0.000103732
220;7.168727;6.78068E-06
219;6.782203333;1.65119E-05
218;6.367004;4.29532E-05
217;6.643358778;2.27322E-05
216;6.866593;1.35959E-05
215;6.603817;2.48991E-05
214;6.742287556;1.81014E-05
213;6.775674556;1.6762E-05
212;7.343174;4.5376E-06
211;6.757164222;1.74919E-05
210;6.761554;1.73159E-05
209;6.667487;2.15037E-05
208;6.700552444;1.99273E-05
207;6.612061444;2.44308E-05
206;6.643325;2.2734E-05
205;6.798827;1.58918E-05
204;6.052159;8.86831E-05
203;6.546755;2.83952E-05
202;6.246558;5.66816E-05
201;6.507383167;3.10897E-05
200;6.4490944;3.55554E-05
